brand,model,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_status,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,battery_unit,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS
alcatel,OT-E221,,,No,No,, Dark Blue,,Discontinued,,,Removable,Li-Ion,800,mAh,1.5 inches ,128 x 128pixels ,No,No,87.5 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E207,,,No,No,,Silver,,Discontinued,,,Removable,Li-Ion,800,mAh,,96 x 76 pixels,No,No,98 x 42.5 x 18.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E205,,,No,No,,Black/Silver,,Discontinued,,,Removable,Li-Ion,800,mAh,,102 x 80 pixels,No,No,96 x 42.5 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E201,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,800,mAh,,96 x 76 pixels,No,No,98 x 42.5 x 18.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E101,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,800,mAh,1.3 inches ,96 x 64 pixels ,No,No,98 x 42.5 x 18.5 mm ,Mini-SIM,,,,No,,No,
alcatel,Lollipops,VGA,No,No,No,,Glossy White with pink logos,4 MB,Discontinued,,,Removable,Li-Ion,800,mAh,1.8 inches ,128 x 160 pixels ,Class 10,No,88 x 45.5 x 21 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E220,,,No,No,,Dark Blue,,Discontinued,,,Removable,Li-Ion,800,mAh,,120 x 80 pixels,No,No,86 x 44.3 x 22.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E220,,,No,No,, Light Purple,,Discontinued,,,Removable,Li-Ion,800,mAh,,120 x 80 pixels,No,No,86 x 44.3 x 22.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E220,,,No,No,, Glossy White,,Discontinued,,,Removable,Li-Ion,800,mAh,,120 x 80 pixels,No,No,86 x 44.3 x 22.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E805,,,No,No,,Pink,,Discontinued,,,Removable,Li-Ion,800,mAh,,128 x 128 pixels,No,No,97 x 45 x 17.3 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
alcatel,OT-E805,,,No,No,, Light Blue,,Discontinued,,,Removable,Li-Ion,800,mAh,,128 x 128 pixels,No,No,97 x 45 x 17.3 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
alcatel,OT-E805,,,No,No,, Dark Chrome,,Discontinued,,,Removable,Li-Ion,800,mAh,,128 x 128 pixels,No,No,97 x 45 x 17.3 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
alcatel,OT-E230,,,No,No,,White,,Discontinued,,,Removable,Li-Ion,800,mAh,1.3 inches ,102 x 80 pixels ,No,No,84.6 x 45 x 23.4 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E230,,,No,No,, Brown,,Discontinued,,,Removable,Li-Ion,800,mAh,1.3 inches ,102 x 80 pixels ,No,No,84.6 x 45 x 23.4 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E230,,,No,No,, Fuchsia,,Discontinued,,,Removable,Li-Ion,800,mAh,1.3 inches ,102 x 80 pixels ,No,No,84.6 x 45 x 23.4 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E801,,,No,No,,Soft Touch Black,,Discontinued,,,Removable,Li-Ion,NaN,,,128 x 128 pixels,No,No,96.5 x 45 x 17.5 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
alcatel,OT-E801,,,No,No,, Soft Touch Orange,,Discontinued,,,Removable,Li-Ion,NaN,,,128 x 128 pixels,No,No,96.5 x 45 x 17.5 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
alcatel,OT-E801,,,No,No,, Glossy White,,Discontinued,,,Removable,Li-Ion,NaN,,,128 x 128 pixels,No,No,96.5 x 45 x 17.5 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
alcatel,OT-E100,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,650,mAh,,102 x 80 pixels,No,No,96 x 42.5 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-C550,VGA,No,No,No,,Black,4 MB,Discontinued,,,Removable,Li-Ion,650,mAh,1.8 inches ,128 x 160 pixels ,Class 10,No,102.5 x 44 x 15.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E265,,,No,No,,Black,,Discontinued,,,Removable,NiMH,NaN,,,102 x 80 pixels,No,No,87 x 46 x 23.6 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E105,,,No,No,,Silver,,Discontinued,,,Removable,NiMH,NaN,,,102 x 80 pixels,No,No,96 x 42.5 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E260,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,650,mAh,1.5 inches| 27 x 28 mm ,102 x 80 pixels ,No,No,87 x 45 x 25.5 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-C750,VGA,No,No,No,,Metallic Silver,3 MB,Discontinued,,,Removable,Li-Ion,650,mAh,,128 x 160 pixels,Class 10,No,102 x 47.5 x 19.8 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-S853,1.3 MP,No,No,2.0,,Black,10 MB,Discontinued,,,Removable,Li-Ion,500,mAh,2.0 inches| 32 x 40 mm ,176 x 220 pixels ,Class 10,Class 10,103 x 47 x 20 mm ,Mini-SIM,,,,miniSD  up to 1 GB,,No,
alcatel,OT-S850,1.3 MP,No,No,No,,,3 MB,Discontinued,,,Removable,NiMH,550,mAh,,128 x 160 pixels,Yes,No,87 x 42 x 19.6 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-C551,VGA,No,No,No,,,3 MB,Available,,,Removable,Li-Ion,1000,mAh,,128 x 160 pixels,Class 10,No,101 x 48 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-C656,VGA,No,No,No,,,10 MB,Available,,,Removable,Li-Ion,2000,mAh,,128 x 160 pixels,Class 10,No,89 x 48 x 24 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-C652,VGA,No,No,No,,,3 MB,Available,,,Removable,Li-Ion,2000,mAh,,128 x 160 pixels,Class 10,No,90 x 45 x 23 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E259,,,No,No,,Thinking Black,,Available,,,Removable,NaN,,,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E256,,,No,No,,Thinking Black,,Available,,,Removable,Li-Ion,1100,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E256,,,No,No,, Metallic Blue,,Available,,,Removable,Li-Ion,1100,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E256,,,No,No,, Lipstick Red,,Available,,,Removable,Li-Ion,1100,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E257,,,No,No,,Dark Chrome,,Available,,,Removable,Li-Ion,2200,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E160,,,No,No,,Dark Chrome,,Available,,,Removable,Li-Ion,2200,mAh,,102 x 80 pixels,,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E252,,,No,No,,Glossy Black,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,97 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E252,,,No,No,, Metallic Purple,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,97 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E252,,,No,No,, Pearl Grey,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,97 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E159,,,No,No,,Thinking Black,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E159,,,No,No,, Metallic Blue,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E159,,,No,No,, Lipstick Red,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,83 x 43 x 22 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E158,,,No,No,,Glossy Black,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,97 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E158,,,No,No,, Metallic Purple,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,97 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E158,,,No,No,, Pearl Grey,,Available,,,Removable,Li-Ion,1000,mAh,,102 x 80 pixels,No,No,97 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E157,,,No,No,,Night Blue,,Available,,,Removable,Li-Ion,1800,mAh,,102 x 80 pixels,No,No,96 x 42 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT-E157,,,No,No,, Metallic Black,,Available,,,Removable,Li-Ion,1800,mAh,,102 x 80 pixels,No,No,96 x 42 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 355,,,No,No,,,,Available,,,Removable,Li-Ion,1000,mAh,,128 x 128 pixels,Class 10,No,98 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 156,,,No,No,,,,Available,,,Removable,Li-Ion,1000,mAh,,101 x 80 pixels,,No,101 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 155,,,No,No,,,,Available,,,Removable,Li-Ion,1000,mAh,,101 x 65 pixels,,No,100 x 46 x 21 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 153,,,No,No,,Aluminium grey,,Available,,,Removable,Li-Ion,1000,mAh,,112 x 64 pixels,,No,107 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 153,,,No,No,, Blue,,Available,,,Removable,Li-Ion,1000,mAh,,112 x 64 pixels,,No,107 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 557,VGA,No,No,No,,,2 MB,Available,,,Removable,Li-Ion,1000,mAh,,128 x 160 pixels,Class 10,No,107.7 x 48.2 x 21.4 mm| 86 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 565,VGA,No,No,No,,,3 MB,Available,,,Removable,Li-Ion,1800,mAh,,128 x 160 pixels| 10 lines,Class 10,No,107 x 48 x 21 mm| 86 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 556,VGA,No,No,No,,,2 MB,Available,,,Removable,Li-Ion,1500,mAh,,128 x 160 pixels,Class 10,No,108 x 48 x 21 mm| 86 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 835,VGA,No,No,No,,,3 MB,Available,,,Removable,Li-Ion,2000,mAh,,128 x 160 pixels| 5 lines,Class 10,No,87.7 x 45.9 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 735i,CIF,No,No,No,,,,Available,,,Removable,Li-Ion,1100,mAh,,128 x 128 pixels| 11 lines,Class 10,No,106 x 47 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 735,CIF,No,No,No,,,,Available.,2013,September,Removable,Li-Ion,1200,mAh,,128 x 128 pixels| 11 lines,Class 10,No,106 x 47 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 531,,,No,No,,3,,Available.,2013,September,Removable,Li-Ion,1800,mAh,,128 x 141 pixels,Class 8,No,116 x 47 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 332,,,No,No,,3 metallic colors,,Available.,2013,September,Removable,Li-Ion,1400,mAh,,96 x 65 pixels| 4 lines,No,No,98 x 43 x 20 mm| 72 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 331,,,No,No,,3 - Lagoon blue,,Available.,2013,September,Removable,Li-Ion,1400,mAh,,96 x 65 pixels| 6 x 20 chars,No,No,98 x 42 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 331,,,No,No,, White and Grey,,Available.,2013,September,Removable,Li-Ion,1400,mAh,,96 x 65 pixels| 6 x 20 chars,No,No,98 x 42 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 526,,,No,No,,,,Available.,2013,September,Removable,Li-Ion,1400,mAh,,96 x 65 pixels| 8 x 20 chars,Class 4,No,98 x 42 x 21 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 320,,,No,No,,Blue,,Available.,2013,August,Li-Ion,1400,mAh,NaN,,112 x 64 pixels| 4 lines,No,No,106 x 45 x 20 mm| 80 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 320,,,No,No,, Light Grey,,Available.,2013,August,Li-Ion,1400,mAh,NaN,,112 x 64 pixels| 4 lines,No,No,106 x 45 x 20 mm| 80 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 525,,,No,No,,,,Available.,2013,August,Li-Ion,1500,mAh,NaN,,96 x 65 pixels| 8 x 20 chars,Class 4,No,98 x 42 x 21 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 715,,,No,No,,,,Available.,2013,August,Removable,Li-Ion,1000,mAh,,100 x 150 pixels| 10 lines,Class 10,No,116 x 43 x 20 mm ,Mini-SIM,,,,No,,No,
alcatel,OT 512,,,No,No,,2 - Gold,,Available.,2013,August,Removable,Li-Ion,1200,mAh,,96 x 64 pixels| 8 x 20 chars,No,No,97 x 42 x 20 mm| 71 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 512,,,No,No,, Platinum,,Available.,2013,August,Removable,Li-Ion,1200,mAh,,96 x 64 pixels| 8 x 20 chars,No,No,97 x 42 x 20 mm| 71 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 311,,,No,No,,4,,Available.,2013,August,Removable,Li-Ion,900,mAh,,96 x 65 pixels| 6 lines,No,No,103 x 44 x 24 mm| 87 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 511,,,No,No,,,,Available.,2013,August,Removable,Li-Ion,1000,mAh,,96 x 64 pixels| 6 x 20 chars,9600 bps,No,97 x 42 x 20 mm| 71 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 700,,,No,No,,,,Available.,2013,August,Removable,Li-Ion,1600,mAh,,96 x 64 pixels| 8 lines,No,No,103 x 42 x 20 mm| 79 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 500,,,No,No,,5,,Available.,2013,August,Removable,Li-Ion,1500,mAh,,96 x 64 pixels| 8 x 20 chars,No,No,103 x 42 x 23 mm| 89 cc ,Mini-SIM,,,,No,,No,
alcatel,OT 300,,,No,No,,5,,Available.,2013,August,Removable,Li-Ion,1100,mAh,,5 lines,No,No,109 x 45 x 22 mm| 91 cc ,Mini-SIM,,,,No,,No,
alcatel,OT View db @,,,No,No,,Jade,,Available.,2013,March,Non-removable,Li-Ion,3500,mAh,,96 x 64 pixels| 5 x 15 chars,No,No,133 x 54 x 25 mm| 142 cc ,Mini-SIM,,,,No,,No,
alcatel,OT View db @,,,No,No,, Obsidian Black,,Available.,2013,March,Non-removable,Li-Ion,3500,mAh,,96 x 64 pixels| 5 x 15 chars,No,No,133 x 54 x 25 mm| 142 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Pocket,,,No,No,,Gray,,Available.,2013,,Li-Ion,1800,mAh,NaN,,96 x 64 pixels| 5 x 15 chars,No,No,116 x 65 x 19 mm ,Mini-SIM,,,,No,,No,
alcatel,OT View db,,,No,No,,Jade,,Available.,2013,,Li-Ion,2100,mAh,NaN,,96 x 64 pixels| 5 x 15 chars,No,No,133 x 54 x 25 mm| 142 cc ,Mini-SIM,,,,No,,No,
alcatel,OT View db,,,No,No,, Obsidian Black,,Available.,2013,,Li-Ion,2100,mAh,NaN,,96 x 64 pixels| 5 x 15 chars,No,No,133 x 54 x 25 mm| 142 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max db,,,No,No,,Denim Blue,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max db,,,No,No,, Lolita,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max db,,,No,No,, Grey,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max db,,,No,No,, Gala Black,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max db,,,No,No,, Ranger Green,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max db,,,No,No,, Techno White,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Easy db,,,No,No,,9 (Atoll Blue,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Easy db,,,No,No,, Havana Brown,,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Easy db,,,No,No,, ...),,Available.,2013,,Removable,Li-Ion,1200,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Gum db,,,No,No,,5,,Available.,2013,,Removable,Li-Ion,1800,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Club db,,,No,No,,Lapis Grey,,Available.,2013,,Removable,Li-Ion,1500,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Club db,,,No,No,, Agate Grey,,Available.,2013,,Removable,Li-Ion,1500,mAh,,3 lines,No,No,122 x 48 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT COM,,,No,No,,Black,512 KB,Available.,2013,,Li-Ion,1000,mAh,NaN,,160 x 239 pixels,No,No,151 x 62 x 24 mm ,Mini-SIM,,,,No,,No,
alcatel,OT Pro,,,No,No,,Gray,,Available.,2013,February,Removable,Li-Ion,3000,mAh,,4 x 16 chars,No,No,133 x 54 x 15 mm ,Mini-SIM,,,,No,,No,
alcatel,OT Easy HF,,,No,No,,Many,,Available.,2013,February,Removable,Li-Ion,3000,mAh,,2 x 12 chars,No,No,133 x 54 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Easy,,,No,No,,Many,,Available.,2013,February,Removable,Li-Ion,1100,mAh,,2 x 12 chars,No,No,133 x 54 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Club,,,No,No,,Black,,Available.,2013,February,Removable,Li-Ion,1100,mAh,,2 x 12 chars,No,No,133 x 54 x 28 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Club +,,,No,No,,Gray,,Available.,2013,February,Removable,Li-Ion,1100,mAh,,2 x 12 chars,No,No,133 x 54 x 28 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT Max,,,No,No,,Many,,Available.,2013,February,Removable,Li-Ion,1100,mAh,,2 x 12 chars,No,No,133 x 54 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,OT View,,,No,No,,5 colors,,Available.,2013,February,Removable,Li-Ion,1100,mAh,,5 x 15 chars,No,No,133 x 54 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
alcatel,HC 1000,,,No,No,,Black,,Available.,2013,February,Removable,Li-Ion,1100,mAh,,4 x 16 chars,No,No,143 x 60 x 23 mm ,Mini-SIM,,,,No,,No,
Allview,Simply S5,2 MP,No,No,2.0,,Black,,Discontinued,,,Removable,Li-Ion,1000,mAh,2.8 inches ,240 x 320 pixels ,Class 12,Class 10,123 x 56 x 10.2 mm ,Dual SIM (dual stand-by),0,,,microSD  up to 32 GB (dedicated slot),,No,
Allview,Simply S5,2 MP,No,No,2.0,, White,,Discontinued,,,Removable,Li-Ion,1000,mAh,2.8 inches ,240 x 320 pixels ,Class 12,Class 10,123 x 56 x 10.2 mm ,Dual SIM (dual stand-by),0,,,microSD  up to 32 GB (dedicated slot),,No,
Allview,L4 Class,VGA,No,No,2.1,,Black,,Discontinued,,,Removable,Li-Ion,800,mAh,1.77 inches ,128 x 160 pixels ,Yes,No,108 x 45 x 12.8 mm ,Dual SIM (dual stand-by),0,,,microSD  up to 8 GB (dedicated slot),,No,
Allview,L4 Class,VGA,No,No,2.1,, White,,Discontinued,,,Removable,Li-Ion,800,mAh,1.77 inches ,128 x 160 pixels ,Yes,No,108 x 45 x 12.8 mm ,Dual SIM (dual stand-by),0,,,microSD  up to 8 GB (dedicated slot),,No,
Allview,M6 Stark,1.3 MP,No,No,2.1,,Black,,Discontinued,,,Removable,Li-Ion,800,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,109.8 x 47 x 12.7 mm ,Dual SIM (dual stand-by),0,,,microSD  up to 16 GB (dedicated slot),,No,
Allview,M6 Stark,1.3 MP,No,No,2.1,, White,,Discontinued,,,Removable,Li-Ion,800,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,109.8 x 47 x 12.7 mm ,Dual SIM (dual stand-by),0,,,microSD  up to 16 GB (dedicated slot),,No,
Amazon,Kindle Fire,,,Wi-Fi 802.11 b/g/n,No,Accelerometer,Black,8 GB,Available,,,Removable,Li-Ion,1800,mAh,7.0 inches ,600 x 1024 pixels ,No,No,190 x 120 x 11.4 mm ,No,Dual-core 1.0 GHz Cortex-A9,TI OMAP 4430,PowerVR SGX540,No,512 MB RAM,No,Android 2.3 (customized)
Amoi,CMA8170,1.3 MP,No,No,1.1,,Black,90 MB,Cancelled,,,Removable,Li-Ion,NaN,,2.0 inches ,176 x 220 pixels ,No,No,92.5 x 49.5 x 18.7 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Amoi,M33,VGA,No,No,No,,Silver,30 MB,Cancelled,,,Removable,Li-Ion,NaN,,1.8 inches ,128 x 160 pixels ,No,No,106 x 45 x 10.5 mm ,Mini-SIM,,,,microSD,,No,
Amoi,A203,VGA,No,No,No,,Black,5 MB,Cancelled,,,Removable,Li-Ion,NaN,,1.5 inches ,128 x 128 pixels ,No,No,101 x 46 x 13.4 mm ,Mini-SIM,,,,No,,No,
Amoi,A102,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,650,mAh,1.5 inches ,128 x 128 pixels ,No,No,85.5 x 45 x 18 mm ,Mini-SIM,,,,No,,No,
Amoi,A100,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,650,mAh,1.5 inches ,128 x 128 pixels ,No,No,85.5 x 45 x 18 mm ,Mini-SIM,,,,No,,No,
Amoi,A10,,,No,No,,Black,,Discontinued,,,Removable,Li-Ion,650,mAh,1.5 inches ,128 x 128 pixels ,No,No,102.4 x 44 x 15 mm ,Mini-SIM,,,,No,,No,
Amoi,A675,2 MP,No,No,Yes,,Black,128 MB,Available,,,Removable,Li-Ion,1000,mAh,2.0 inches ,320 x 240 pixels ,Class 10,No,93.2 x 46.3 x 23.3 mm ,Mini-SIM,,,,No,,No,
Amoi,6201,1.3 MP,No,No,Yes,,Silver,128 MB,Available,,,Removable,Li-Ion,1200,mAh,2.0 inches ,176 x 220pixels ,Class 8,No,106 x 45 x 11.9 mm ,Mini-SIM,,,,No,,No,
Amoi,M360,VGA,No,No,No,,Silver,128 MB,Available.,2016,February,Removable,Li-Ion,1500,mAh,1.8 inches ,128 x 160 pixels ,Class 10,No,91.7 x 45 x 24 mm ,Mini-SIM,,,,No,,No,
Amoi,M650,1.3 MP,No,No,No,,Black silver,12 MB,Discontinued,,,Removable,Li-Ion,(BST-20),,1.8 inches ,176 x 220 pixels ,Class 10,No,91 x 47 x 21 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Amoi,A320,VGA,No,No,No,,Silver,2 MB,Discontinued,,,Removable,Li-Ion,NaN,(BST-14),1.8 inches ,128 x 160 pixels ,Class 10,No,104 x 43.6 x 17 mm ,Mini-SIM,,,,No,,No,
Amoi,F320,VGA,No,No,No,,Silver,3 MB,Discontinued,,,Removable,NiMH,NaN,,1.5 inches ,128 x 128 pixels ,Class 10,No,100.4 x 46.1 x 17.8 mm ,Mini-SIM,,,,No,,No,
Amoi,A310,,,No,No,,Silver black,5 MB,Discontinued,,,Removable,NiMH,NaN,,1.5 inches ,128 x 128 pixels ,Class 10,No,91.9 x 41.8 x 14.9 mm ,Mini-SIM,,,,No,,No,
Amoi,A211,,,No,No,,Black-silver,650 KB,Discontinued,,,Removable,Li-Ion,NaN,,1.8 inches ,128 x 160pixels ,Class 10,No,82 x 43 x 21.5 mm ,Mini-SIM,,,,No,,No,
Amoi,A210,,,No,No,,Silver,,Discontinued,,,Removable,Li-Ion,NaN,,1.8 inches ,128 x 160pixels ,No,No,80 x 43 x 20.6 mm ,Mini-SIM,,,,No,,No,
Amoi,A210,,,No,No,, Grey,,Discontinued,,,Removable,Li-Ion,NaN,,1.8 inches ,128 x 160pixels ,No,No,80 x 43 x 20.6 mm ,Mini-SIM,,,,No,,No,
Amoi,CS6,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 128 pixels,Yes,No,91.5 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Amoi,A90,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 160 pixels,Class 10,No,86 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Amoi,F99b,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 128 pixels,Yes,No,86 x 49 x 24 mm ,Mini-SIM,,,,No,,No,
Amoi,A9B,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 128 pixels,Yes,No,86 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Amoi,CA8,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 160 pixels,Yes,No,85.8 x 49 x 24.6 mm ,Mini-SIM,,,,No,,No,
Amoi,CA6,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 160 pixels,Yes,No,85.8 x 49 x 24.6 mm ,Mini-SIM,,,,No,,No,
Amoi,A90B,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 128 pixels,Yes,No,86 x 44 x 20 mm ,Mini-SIM,,,,No,,No,
Amoi,S6,,,No,No,,,,Discontinued,,,Removable,NiMH,NaN,,,128 x 128 pixels,Class 10,No,91.5 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Asus,Zenpad Z8,8 MP,Yes,Yes,Yes,Accelerometer,Black,16 GB,Discontinued,,,Removable,Li-Ion,600,mAh,7.9 inches ,1536 x 2048 pixels ,Yes,Yes,205.2 mm x 136.4 mm x X mm x,Micro-SIM (built-in),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Qualcomm MSM8956 Snapdragon 650,,microSD  up to 256 GB (dedicated slot),2 GB RAM,Yes with A-GPS,Android 6.0 (Marshmallow)
