brand,model,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_status,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,battery_unit,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS
Siemens,S35i,,,No,No,,3 - Emerald/Black,,,,,,,,,,101 x 80 pixels| 7 lines,No,No,118 x 46 x 21 mm| 89 cc ,Mini-SIM,,,,No,,No,
Siemens,S35i,,,No,No,, Titanium/Black,,,,,,,,,,101 x 80 pixels| 7 lines,No,No,118 x 46 x 21 mm| 89 cc ,Mini-SIM,,,,No,,No,
Siemens,S35i,,,No,No,, Titanium/Silver,,,,,,,,,,101 x 80 pixels| 7 lines,No,No,118 x 46 x 21 mm| 89 cc ,Mini-SIM,,,,No,,No,
Siemens,M35i,,,No,No,,3 - Hurricane Yellow,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 47 x 22 mm| 99 cc ,Mini-SIM,,,,No,,No,
Siemens,M35i,,,No,No,, Half Pipe Blue,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 47 x 22 mm| 99 cc ,Mini-SIM,,,,No,,No,
Siemens,M35i,,,No,No,, Summit Grey,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 47 x 22 mm| 99 cc ,Mini-SIM,,,,No,,No,
Siemens,C35i,,,No,No,,7 -  Anthracite,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 46 x 21 mm| 88 cc ,Mini-SIM,,,,No,,No,
Siemens,C35i,,,No,No,, Steel Grey,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 46 x 21 mm| 88 cc ,Mini-SIM,,,,No,,No,
Siemens,C35i,,,No,No,, Classic blue ...,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 46 x 21 mm| 88 cc ,Mini-SIM,,,,No,,No,
Siemens,C35,,,No,No,,7 -  Anthracite,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 46 x 21 mm| 88 cc ,Mini-SIM,,,,No,,No,
Siemens,C35,,,No,No,, Steel Grey,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 46 x 21 mm| 88 cc ,Mini-SIM,,,,No,,No,
Siemens,C35,,,No,No,, Classic blue ...,,,,,,,,,,101 x 54 pixels| 5 lines,No,No,118 x 46 x 21 mm| 88 cc ,Mini-SIM,,,,No,,No,
Siemens,A40,,,No,No,,7 - Royal Blue,,,,,,,,,,2 x 16 chars,No,No,118 x 46 x 27 mm| 106 cc ,Mini-SIM,,,,No,,No,
Siemens,A40,,,No,No,, Anthracite,,,,,,,,,,2 x 16 chars,No,No,118 x 46 x 27 mm| 106 cc ,Mini-SIM,,,,No,,No,
Siemens,A40,,,No,No,, Raspberry Red...,,,,,,,,,,2 x 16 chars,No,No,118 x 46 x 27 mm| 106 cc ,Mini-SIM,,,,No,,No,
Siemens,A36,,,No,No,,,,,,,,,,,,3 x 12 chars,No,No,118 x 46 x 21 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,,7 - caribic blue,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,, pineapple,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,, magma red,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,, moon white,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,, anthracite,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,, oriental blue,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,A35,,,No,No,, aubergine,,,,,,,,,,2 lines x 16 chars,No,No,118 x 46 x 28 mm ,Mini-SIM,,,,No,,No,
Siemens,S25,,,No,No,,Mid-Silver Grey (Titanium) / Blue Metallic / Dark Grey / Green Metallic,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,117 x 47 x 23 mm| 108 cc ,Mini-SIM,,,,No,,No,
Siemens,M30,,,No,No,,,,,,,,,,,,2 x 12 chars,No,No,124 x 44 x 24 mm| 99 cc ,Mini-SIM,,,,No,,No,
Siemens,C28,,,No,No,,,,,,,,,,,,3 x 12 chars,No,No,117 x 47 x 27 mm| 120 cc ,Mini-SIM,,,,No,,No,
Siemens,C25,,,No,No,,5 - Classic Green,,,,,,,,,,3 x 12 chars,No,No,117 x 47 x 27 mm| 120 cc ,Mini-SIM,,,,No,,No,
Siemens,C25,,,No,No,, Blue,,,,,,,,,,3 x 12 chars,No,No,117 x 47 x 27 mm| 120 cc ,Mini-SIM,,,,No,,No,
Siemens,C25,,,No,No,, Anthracite,,,,,,,,,,3 x 12 chars,No,No,117 x 47 x 27 mm| 120 cc ,Mini-SIM,,,,No,,No,
Siemens,C25,,,No,No,, Bright Blue,,,,,,,,,,3 x 12 chars,No,No,117 x 47 x 27 mm| 120 cc ,Mini-SIM,,,,No,,No,
Siemens,C25,,,No,No,, Yellow,,,,,,,,,,3 x 12 chars,No,No,117 x 47 x 27 mm| 120 cc ,Mini-SIM,,,,No,,No,
Siemens,SL10,,,No,No,,Anthracite,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,129 x 50 x 26 mm| 121 cc ,Mini-SIM,,,,No,,No,
Siemens,S10 active,,,No,No,,3 - Green,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,150 x 49 x 25 mm| 170 cc ,Mini-SIM,,,,No,,No,
Siemens,S10 active,,,No,No,, Grey,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,150 x 49 x 25 mm| 170 cc ,Mini-SIM,,,,No,,No,
Siemens,S10 active,,,No,No,, Red,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,150 x 49 x 25 mm| 170 cc ,Mini-SIM,,,,No,,No,
Siemens,S10,,,No,No,,Anthracite,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,147 x 46 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
Siemens,S11,,,No,No,,Anthracite,,,,,,,,,,97 x 54 pixels| 6 lines,No,No,147 x 46 x 25 mm| 160 cc ,Mini-SIM,,,,No,,No,
Siemens,C10,,,No,No,,3 - blue,,,,,,,,,,3 x 12 chars,No,No,137 x 55 x 22 mm| 149 cc ,Mini-SIM,,,,No,,No,
Siemens,C10,,,No,No,, red,,,,,,,,,,3 x 12 chars,No,No,137 x 55 x 22 mm| 149 cc ,Mini-SIM,,,,No,,No,
Siemens,C10,,,No,No,, grey,,,,,,,,,,3 x 12 chars,No,No,137 x 55 x 22 mm| 149 cc ,Mini-SIM,,,,No,,No,
Siemens,C11,,,No,No,,3 - blue,,,,,,,,,,3 x 12 chars,No,No,137 x 55 x 22 mm| 149 cc ,Mini-SIM,,,,No,,No,
Siemens,C11,,,No,No,, red,,,,,,,,,,3 x 12 chars,No,No,137 x 55 x 22 mm| 149 cc ,Mini-SIM,,,,No,,No,
Siemens,C11,,,No,No,, grey,,,,,,,,,,3 x 12 chars,No,No,137 x 55 x 22 mm| 149 cc ,Mini-SIM,,,,No,,No,
Sonim,XP3 Enduro,,,No,Yes 1.2,,Black,,,,,,,,,1.77 inches ,128 x 160 pixels ,Class 10,No,118.8 x 56.3 x 24.6 mm ,Mini-SIM,,,,No,,No,
Sonim,XP3 Enduro,,,No,Yes 1.2,, Yellow,,,,,,,,,1.77 inches ,128 x 160 pixels ,Class 10,No,118.8 x 56.3 x 24.6 mm ,Mini-SIM,,,,No,,No,
Sony,CMD Z7,,,No,No,,,,,,,,,,,,96 x 92 pixels| 6 lines,No,No,91 x 50 x 25 mm| 90 cc ,Mini-SIM,,,,No,,No,
Sony,CMD J70,,,No,No,,,,,,,,,,,,96 x 92 pixels| 6 lines,No,No,113 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Sony,CMD J7,,,No,No,,,,,,,,,,,,96 x 92 pixels| 6 lines,No,No,113 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Sony,CMD MZ5,,,No,No,,,,,,,,,,,,96 x 72 pixels| 5 lines,No,No,90 x 49 x 30 mm| 100 cc ,Mini-SIM,,,,No,,No,
Sony,CMD J6,,,No,No,,,,,,,,,,,,96 x 92 pixels| 6 lines,No,No,123 x 43 x 20 mm ,Mini-SIM,,,,No,,No,
Sony,CMD J5,,,No,No,,Silver,,,,,,,,,,96 x 92 pixels| 6 lines,No,No,123 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
Sony,CMD Z5,,,No,No,,3 (Silver,,,,,,,,,,96x72 pixels| 5 lines,No,No,88 x 49 x 21 mm ,Mini-SIM,,,,No,,No,
Sony,CMD Z5,,,No,No,, Metallic Blue and Metallic Black),,,,,,,,,,96x72 pixels| 5 lines,No,No,88 x 49 x 21 mm ,Mini-SIM,,,,No,,No,
Sony,CMD CD5,,,No,No,,3 (Silver,,,,,,,,,,97 x 32 pixels| 4 lines,No,No,139 x 45 x 26 mm| 120 cc ,Mini-SIM,,,,No,,No,
Sony,CMD CD5,,,No,No,, Metallic Blue and Metallic Black),,,,,,,,,,97 x 32 pixels| 4 lines,No,No,139 x 45 x 26 mm| 120 cc ,Mini-SIM,,,,No,,No,
Sony,CMD C1,,,No,No,,Several,,,,,,,,,,97 x 32 pixels| 4 lines,No,No,139 x 45 x 26 mm ,Mini-SIM,,,,No,,No,
Sony,CMD Z1 plus,,,No,No,,,,,,,,,,,,97 x 32 pixels| 5 lines,No,No,98 x 60 x 26 mm| 120 cc ,Mini-SIM,,,,No,,No,
Sony,CMD Z1,,,No,No,,,,,,,,,,,,97 x 32 pixels| 5 lines,No,No,99 x 64 x 24 mm| 120 cc ,Mini-SIM,,,,No,,No,
Sony,CM-DX 2000,,,No,No,,,,,,,,,,,,97 x 33 pixels| 4 x 16 chars,No,No,147 x 46 x 27 mm| 155 cc ,Mini-SIM,,,,No,,No,
Sony,CM-DX 1000,,,No,No,,,,,,,,,,,,4 x 16 chars,No,No,150 x 45 x 32 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,K205,VGA,No,No,No,,White,,,,,,,,,1.6 inches ,128 x 128 pixels ,Yes,No,103 x 46 x 17 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,K205,VGA,No,No,No,, Black,,,,,,,,,1.6 inches ,128 x 128 pixels ,Yes,No,103 x 46 x 17 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J120,,,No,No,,Night Black,,,,,,,,,1.36 inches ,96 x 64 pixels ,No,No,99 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J110,,,No,No,,Smooth Grey,,,,,,,,,1.36 inches ,96 x 64 pixels ,No,No,99 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J110,,,No,No,, Soft Cream,,,,,,,,,1.36 inches ,96 x 64 pixels ,No,No,99 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J110,,,No,No,, Precious Purple,,,,,,,,,1.36 inches ,96 x 64 pixels ,No,No,99 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,Z525,VGA,No,No,2.0,,New Blue,12 MB,,,,,,,,1.8 inches| 29 x 35 mm ,128 x 160 pixels ,Class 10,No,83 x 46 x 24 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J100,,,No,No,,2 -  Polar White,,,,,,,,,1.4 inches ,96 x 64 pixels ,No,No,100 x 44 x 18 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J100,,,No,No,, Twilight Blue,,,,,,,,,1.4 inches ,96 x 64 pixels ,No,No,100 x 44 x 18 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,K300,VGA,No,No,No,,2 - Visual Blue and Smooth Silver,12 MB,,,,,,,,1.6 inches| 29 x 29 mm ,128 x 128 pixels ,Class 8,No,99.9 x 45.2 x 19.4 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,J200,,,No,No,,,600 KB,,,,,,,,1.6 inches ,128 x 128 pixels ,Class 8,No,101 x 43 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T290,,,No,No,,,400 KB,,,,,,,,1.45 inches ,101 x 80 pixels ,Class 8,No,101 x 44 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,P910,VGA,No,No,1.1,,Urban Grey,64 MB,,,,,,,,2.9 inches| 40 x 62 mm ,208 x 320 pixels ,Class 8,No,115 x 58 x 26 mm ,Mini-SIM,32-bit Philips Nexperia PNX4000 156 MHz,,,Memory Stick Duo Pro  up to 2 GB  32 MB included,,No,Symbian 7.0
Sony Ericsson,P910,VGA,No,No,1.1,,Urban Grey,64 MB,,,,,,,,2.9 inches| 40 x 62 mm ,208 x 320 pixels ,Class 8,No,115 x 58 x 26 mm ,Mini-SIM,32-bit Philips Nexperia PNX4000 156 MHz,,,Memory Stick Duo Pro  up to 2 GB  32 MB included,,No, UIQ v2.1 UI
Sony Ericsson,S710,1.3 MP,No,No,1.1,,Onyx Black,32 MB,,,,,,,,2.3 inches| 35 x 46 mm ,240 x 320 pixels ,Class 10,Class 6,107.5 x 49 x 24.5 mm ,Mini-SIM,,,,Memory Stick Duo,,No,
Sony Ericsson,F500i,VGA,No,No,No,,3,12 MB,,,,,,,,1.9 inches| 30 x 37 mm ,128 x 160 pixels ,Class 10,No,102 x 46 x 14 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,S700,1.3 MP,No,No,1.1,,,32 MB,,,,,,,,2.3 inches| 35 x 46 mm ,240 x 320 pixels ,Class 10,No,107 x 49 x 24 mm ,Mini-SIM,,,,Memory Stick Duo  up to 128 MB,,No,
Sony Ericsson,Z500,VGA,No,No,No,,,,,,,,,,,,128 x 160 pixels,Class 10,Class 6,93 x 49 x 24 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,P900,VGA,No,No,Yes,,Urban Grey,16 MB,,,,,,,,2.9 inches| 40 x 62 mm ,208 x 320 pixels ,Class 8,No,115 x 57 x 24 mm ,Mini-SIM,32-bit Philips Nexperia PNX4000 156 MHz,,,Memory Stick Duo  up to 128 MB  32 MB included,,No,Symbian 7.0
Sony Ericsson,P900,VGA,No,No,Yes,,Urban Grey,16 MB,,,,,,,,2.9 inches| 40 x 62 mm ,208 x 320 pixels ,Class 8,No,115 x 57 x 24 mm ,Mini-SIM,32-bit Philips Nexperia PNX4000 156 MHz,,,Memory Stick Duo  up to 128 MB  32 MB included,,No, UIQ v2.1 UI
Sony Ericsson,Z600,CIF,No,No,1.0b,,,1.5 MB,,,,,,,,,128 x 160 pixels,Yes,No,90 x 48 x 28 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,Z200,,,No,No,,4 - Velvet Blue,,,,,,,,,,128 x 128 pixels,Class 8,No,96 x 52 x 25 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,Z200,,,No,No,, Cosmo Silver,,,,,,,,,,128 x 128 pixels,Class 8,No,96 x 52 x 25 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,Z200,,,No,No,, Frosty White,,,,,,,,,,128 x 128 pixels,Class 8,No,96 x 52 x 25 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,Z200,,,No,No,, Pulse Red,,,,,,,,,,128 x 128 pixels,Class 8,No,96 x 52 x 25 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T230,,,No,No,,2 - Blade Gray,,,,,,,,,1.5 inches ,101 x 80 pixels ,Class 4,No,101 x 44 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T230,,,No,No,, Steel Blue,,,,,,,,,1.5 inches ,101 x 80 pixels ,Class 4,No,101 x 44 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T610,CIF,No,No,1.0b,,3,2 MB,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 8,No,102 x 44 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T310,,,No,No,,3 -  Flaming Gold,,,,,,,,,,101 x 80 pixels| 6 lines,Class 4,No,104 x 49 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T310,,,No,No,, Fashion Blue,,,,,,,,,,101 x 80 pixels| 6 lines,Class 4,No,104 x 49 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T310,,,No,No,, Funky Purple,,,,,,,,,,101 x 80 pixels| 6 lines,Class 4,No,104 x 49 x 19 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T105,,,No,No,,2 - Steel Grey,,,,,,,,,1.4 inches,,No,No,99 x 43.5 x 17.7 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T105,,,No,No,, Vibrant Turquoise,,,,,,,,,1.4 inches,,No,No,99 x 43.5 x 17.7 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T100,,,No,No,,4 - Icy Blue,,,,,,,,,,,No,No,99 x 43.5 x 17.7 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T100,,,No,No,, Gentle Gold,,,,,,,,,,,No,No,99 x 43.5 x 17.7 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T100,,,No,No,, Fresh White,,,,,,,,,,,No,No,99 x 43.5 x 17.7 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T100,,,No,No,, Soft Silver,,,,,,,,,,,No,No,99 x 43.5 x 17.7 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T600,,,No,No,,3 - Moonlight silver,,,,,,,,,,101 x 80 pixels,No,No,92 x 41 x 20 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T600,,,No,No,, Marine Blue and Gold,,,,,,,,,,101 x 80 pixels,No,No,92 x 41 x 20 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T300,,,No,No,,3 -  Icy Blue,,,,,,,,,,101 x 80 pixels| 6 lines,Class 4,No,106 x 48 x 22 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T300,,,No,No,, Midnight Red,,,,,,,,,,101 x 80 pixels| 6 lines,Class 4,No,106 x 48 x 22 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T300,,,No,No,, Mystical Green,,,,,,,,,,101 x 80 pixels| 6 lines,Class 4,No,106 x 48 x 22 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,T200,,,No,No,,,,,,,,,,,,,Class 8,No,105 x 48 x 22 mm ,Mini-SIM,,,,No,,No,
Sony Ericsson,P800,VGA,No,No,Yes,,,16 MB,,,,,,,,2.9 inches| 40 x 62 mm ,208 x 320 pixels ,Class 8,No,117 x 59 x 27 mm ,Mini-SIM,32-bit Philips Nexperia PNX4000 156 MHz,,,Memory Stick  up to 12MB  16 MB included,,No,Symbian 7.0
Sony Ericsson,P800,VGA,No,No,Yes,,,16 MB,,,,,,,,2.9 inches| 40 x 62 mm ,208 x 320 pixels ,Class 8,No,117 x 59 x 27 mm ,Mini-SIM,32-bit Philips Nexperia PNX4000 156 MHz,,,Memory Stick  up to 12MB  16 MB included,,No, UIQ v2.0 UI
Sony Ericsson,Z700,,,No,Yes,,,,,,,,,,,,,Class 8,No,91 x 50 x 24 mm| 90 cc ,Mini-SIM,,,,No,,No,
Sony Ericsson,T68i,,,No,1.0b,,Arctic Blue,,,,,,,,,,101 x 80 pixels,Class 4,No,101 x 48 x 19.5 mm ,Mini-SIM,,,,No,,No,
Spice,Mi-356 Smart Flo Mettle 3.5X,2 MP,1.3 MP,Yes,Yes,Accelerometer,Silver,,,,,,,,,3.5 inches ,320 x 480 pixels ,Class 12,Class 12,119.9 x 63 x 11.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 32 GB,,A-GPS only,Android 4.2 (Jelly Bean)
Spice,Mi-426 Smart Flo Mettle 4.0X,2 MP,1.3 MP,Yes,Yes,Accelerometer,Silver,,,,,,,,,4.0 inches ,480 x 800 pixels ,Class 12,Class 12,119.9 x 58 x 10.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 32 GB,,Yes with A-GPS,Android 4.2 (Jelly Bean)
Spice,Mi-423 Smart Flo Ivory 2,3.15 MP,1.3 MP,Yes,Yes,Accelerometer,White,512 MB,,,,,,,,4.0 inches ,320 x 480 pixels ,Yes,Yes,126.3 x 68.6 x 11.2 mm ,Dual SIM,Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),256 MB RAM,No,Android 4.2.2 (Jelly Bean)
Spice,Mi-349 Smart Flo Edge,1.3 MP,VGA,Yes,Yes,Accelerometer,White,512 MB,,,,,,,,3.5 inches ,320 x 480 pixels ,Yes,Yes,117 x 63 x 12.3 mm ,Dual SIM,1.0 GHz,,,microSD  up to 32 GB (dedicated slot),256 MB RAM,A-GPS only,Android 2.3.5 (Gingerbread)
Spice,Mi-491 Stellar Virtuoso Pro,5 MP,1.3 MP,Yes,3.0,Accelerometer,Black,,,,,,,,,4.5 inches ,480 x 854 pixels ,Class 12,Class 12,135 x 68 x 9.9 mm ,Dual SIM (Mini-SIM),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),,A-GPS only,Android 4.1 (Jelly Bean)
Spice,Mi-1010 Stellar Pad,3.15 MP,VGA,Yes,No,Accelerometer,Silver,,,,,,,,,10.0 inches,1280 x 800 pixels ,No,No,-,No,,,,microSD  up to 32 GB (dedicated slot),,No,Android 4.1 (Jelly Bean)
Spice,Mi-285 Stellar,3.15 MP,No,Yes,Yes,,Black,,,,,,,,,2.8 inches ,240 x 320 pixels ,Yes,Yes,116.5 x 58.4 x 12.7 mm ,Dual SIM (Mini-SIM),650 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),,Yes,Android 2.3 (Gingerbread)
Spice,M-5665 T2,1.3 MP,No,No,Yes,,White,,,,,,,,,2.6 inches ,-,Yes,No,112.8 x 60.5 x 12.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5566 Flo Entertainer,VGA,No,No,Yes,,White,,,,,,,,,2.8 inches ,240 x 320 pixels ,No,No,104 x 54 x 12.4 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5900 Flo TV Pro,1.3 MP,No,No,Yes,,Black,,,,,,,,,3.5 inches ,320 x 480 pixels ,Yes,No,114 x 62 x 13.6 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-6688 Flo Magic,3.15 MP,No,Yes,Yes,,Black,,,,,,,,,3.2 inches ,240 x 400 pixels ,Yes,Yes,111.7 x 55 x 12.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5460 Flo,Yes. LED flash,No,No,Yes,,Black,,,,,,,,,2.6 inches ,240 x 320 pixels ,Yes,No,96 x 54 x 13.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5455 Flo,1.3 MP,No,No,Yes,,Black,,,,,,,,,2.4 inches ,240 x 320 pixels ,Yes,No,93.6 x 51.6 x 13.7 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5365 Boss Killer,1.3 MP,No,No,Yes,,Black,,,,,,,,,2.4 inches ,240 x 320 pixels ,Yes,No,118 x 53 x 15 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5400 Boss TV,1.3 MP,No,No,Yes,,Black,,,,,,,,,2.8 inches ,240 x 320 pixels ,Yes,No,123 x 57 x 14.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5200 Boss Don,1.3 MP,No,No,Yes,,Black,,,,,,,,,2.0 inches ,176 x 220 pixels ,No,No,113 x 47.2 x 16.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5390 Boss Double XL,1.3 MP,No,No,Yes,,Black,,,,,,,,,2.6 inches ,240 x 320 pixels ,No,No,118.8 x 52.5 x 14.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5250 Boss Item,1.3 MP,No,No,Yes,,White,,,,,,,,,2.2 inches ,-,Yes,No,114.8 x 47.5 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5363 Boss,1.3 MP,No,No,Yes,,Black,,,,,,,,,2.4 inches ,240 x 320 pixels ,No,No,100 x 60.6 x 13 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-6868N FLO ME,3.2 MP,No,Wi-Fi 802.11 b/g,2.0,Accelerometer,Black,44 MB,,,,,,,,3.5 inches ,320 x 480 pixels ,Yes,Yes,116 x 60.9 x 12.8 mm ,Mini-SIM,,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5600 FLO TV,1.3 MP,No,No,2.0,,Black,,,,,,,,,3.2 inches ,240 x 320 pixels ,Yes,No,112.8 x 60.5 x 12.8 mm ,Mini-SIM,,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5600 FLO TV,1.3 MP,No,No,2.0,, White,,,,,,,,,3.2 inches ,240 x 320 pixels ,Yes,No,112.8 x 60.5 x 12.8 mm ,Mini-SIM,,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-5180,VGA,No,No,1.2,,Various,,,,,,,,,1.77 inches ,128 x 160 pixels ,Yes,No,105.7 x 46.5 x 15.2 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-4262,No,No,No,No,,Black,,,,,,,,,1.77 inches,128 x 160 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Spice,M-4250,,,No,No,,Black,,,,,,,,,1.77 inches ,128 x 160 pixels ,No,No,110 x 46.5 x 15 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 2 GB (dedicated slot),,No,
Spice,M-5454,1.3 MP,No,No,1.2,,Mettalic Silver,1 MB,,,,,,,,2.0 inches ,176 x 220 pixels ,Yes,No,114 x 46.5 x 11.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Spice,M-4580n,,,No,No,,Black,,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 10,No,105.3 x 44.6 x 16 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Spice,M-4580n,,,No,No,, Black/Red,,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 10,No,105.3 x 44.6 x 16 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Spice,QT-56,VGA,No,No,2.0,,Black,,,,,,,,,2.0 inches ,176 x 220 pixels ,Class 10,No,113.4 x 61.3 x 14.1 mm ,Mini-SIM,,,,microSD  up to 4 GB (dedicated slot),,No,
Spice,QT-52,VGA,No,No,2.0,,Black,3 MB,,,,,,,,2.0 inches ,176 x 220 pixels ,Class 10,No,111.8 x 60.4 x 13.9 mm ,Mini-SIM,,,,microSD  up to 4 GB (dedicated slot),,No,
Spice,M-5161,VGA,No,No,1.2,,Black,1 MB,,,,,,,,2.0 inches,176 x 220 pixels ,Class 10,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
